archetype,outfit_key,prompt
young woman,casual,"A soft black long-sleeve top with a modest scoop neck and fitted silhouette, paired with mid-rise blue jeans."
young woman,casual,"A cream-colored knit sweater with balloon sleeves and a relaxed shape, worn with light-wash straight-leg denim."
young woman,casual,"A cropped sky-blue fitted tee with short sleeves, paired with white high-rise denim shorts."
young woman,casual,"A loose terracotta short-sleeved top with a scoop neckline and slouchy fit, matched with dark-gray leggings."
young woman,casual,"A soft oatmeal-colored long-sleeve tee with a relaxed crew neckline, worn with black slim-fit jeans."
young woman,casual,"A fitted burgundy rib-knit tank with a square neckline, paired with medium-wash cutoff shorts."
young woman,casual,"A lightweight sage button-up shirt with short sleeves and a relaxed drape, worn with tan mid-thigh shorts."
young woman,casual,"A charcoal-gray cropped hoodie with a loose fit and long sleeves, matched with high-rise blue leggings."
young woman,casual,"A fitted pale-pink V-neck tee with soft cotton fabric, paired with high-waisted denim jeans."
young woman,casual,"A white ribbed long-sleeve top with a mock neck, worn with olive-green straight-leg pants."
young woman,casual,"A navy short-sleeve polo-style shirt with a soft collar and slim fit, paired with medium-wash jeans."
young woman,casual,"A loose black cotton tee with cuffed sleeves and a wide crew neckline, combined with high-waisted beige shorts."
young woman,casual,"A fitted charcoal long-sleeve bodysuit with a scoop neckline, worn with high-waisted denim shorts."
young woman,casual,"A pale-blue ribbed tank with a cropped hem and fitted silhouette, paired with light-wash high-rise jeans."
young woman,casual,"A white linen-blend wrap top with short flutter sleeves and a V-neckline, worn with tan straight-leg pants."
young woman,casual,"A soft coral short-sleeve tee with a relaxed crew neckline, matched with dark-wash denim shorts."
young woman,casual,"A fitted black cropped sweater with long sleeves and ribbed texture, worn with high-rise gray leggings."
young woman,casual,"A loose olive-green jersey tunic top with a scoop neck, paired with slim black jeans."
young woman,casual,"A ribbed deep-purple tank top with a square neckline, matched with mid-thigh denim shorts."
young woman,casual,"A soft gray long-sleeve top with a wide scoop neckline, combined with dark-green cargo pants."
young woman,casual,"A fitted light-pink crew-neck tee, worn with high-waisted medium-wash jeans."
young woman,casual,"A loose cream Henley top with short sleeves and three buttons at the neckline, paired with black leggings."
young woman,casual,"A cropped cherry-red sweatshirt with long sleeves, worn with high-rise black denim shorts."
young woman,casual,"A fitted black ribbed tank with a scoop neckline, matched with medium-wash straight-leg jeans."
young woman,casual,"A soft sky-blue short-sleeve blouse with a relaxed fit and round neckline, paired with tan twill shorts."
young woman,casual,"A dusty-rose jersey tee with short sleeves and a V-neck, combined with light-wash denim jeans."
young woman,casual,"A fitted heather-gray long-sleeve top with a mock neck, worn with charcoal leggings."
young woman,casual,"A loose white oversized tee with a dropped shoulder, matched with dark denim shorts."
young woman,casual,"A ribbed navy cropped cardigan worn over a white fitted tank, paired with high-rise jeans."
young woman,casual,"A sage-green soft-knit top with three-quarter sleeves and a scoop neckline, worn with black slim-fit pants."
young woman,casual,"A fitted maroon crew-neck tee made of soft cotton, paired with medium-wash jeans."
young woman,casual,"A loose light-brown waffle-knit long-sleeve top with a slouchy fit, matched with dark gray leggings."
young woman,casual,"A fitted peach scoop-neck T-shirt with short sleeves, worn with light-wash denim shorts."
young woman,casual,"A cropped charcoal tank top with ribbed cotton texture, paired with black high-rise leggings."
young woman,casual,"A loose white button-up shirt made of soft cotton, sleeves rolled casually, worn with medium-wash jeans."
young woman,casual,"A lilac short-sleeve tee with a relaxed V-neckline, paired with tan mid-thigh shorts."
young woman,casual,"A fitted dark-green long-sleeve top with a crew neck, matched with black skinny jeans."
young woman,casual,"A beige cropped hoodie with long sleeves and a relaxed cut, worn with blue high-waisted leggings."
young woman,casual,"A soft coral rib-knit tank with a square neckline, paired with denim shorts."
young woman,casual,"A loose gray long-sleeve jersey top with a scoop neckline, worn with olive straight-leg pants."
young woman,casual,"A fitted white crew-neck tee with soft cotton fabric, paired with dark-wash jeans."
young woman,casual,"A sage-green Henley-style short-sleeve top with three buttons, matched with charcoal leggings."
young woman,casual,"A cropped pastel-pink sweatshirt with long sleeves, worn with light-wash high-rise jeans."
young woman,casual,"A fitted black ribbed scoop-neck tank, paired with gray straight-leg pants."
young woman,casual,"A loose ivory short-sleeve blouse with a soft drape and rounded neckline, matched with denim shorts."
young woman,casual,"A sky-blue casual tee with short sleeves and a relaxed V-neck, worn with medium-wash jeans."
young woman,casual,"A fitted plum long-sleeve top with a modest scoop neckline, paired with black leggings."
young woman,casual,"A loose charcoal cropped tee with cuffed sleeves, matched with high-waisted tan pants."
young woman,casual,"A white ribbed tank with a fitted cut and square neckline, worn with light-wash denim shorts."
young woman,casual,"A soft olive-green knit top with three-quarter sleeves and a scoop neck, paired with dark skinny jeans."
young woman,casual,"A fitted navy crew-neck tee with soft fabric, matched with gray slim-fit jeans."
young woman,casual,"A loose cream long-sleeve waffle top with a relaxed cut, worn with black leggings."
young woman,casual,"A cropped peach jersey tee with short sleeves and a round neckline, paired with beige high-rise shorts."
young woman,casual,"A fitted charcoal long-sleeve mock-neck top, matched with dark denim jeans."
young woman,casual,"A loose white oversized tee with dropped shoulders, worn with medium-wash denim shorts."
young woman,casual,"A pale-lavender scoop-neck top with short sleeves and a relaxed fit, paired with black leggings."
young woman,casual,"A fitted forest-green ribbed tank, worn with light-wash jeans."
young woman,casual,"A loose gray cropped sweatshirt with long sleeves, matched with high-rise navy leggings."
young woman,casual,"A fitted maroon tee with a V-neck and short sleeves, paired with dark denim shorts."
young woman,casual,"A soft cream long-sleeve scoop-neck top, worn with olive-green pants."
young woman,casual,"A fitted blush-pink crew-neck tee made of light cotton, paired with medium-wash jeans."
young woman,casual,"A loose sage-green Henley top with short sleeves and a slouchy fit, matched with black leggings."
young woman,casual,"A fitted sky-blue ribbed tank with a scoop neck, worn with tan mid-thigh shorts."
young woman,casual,"A loose dark-gray jersey tee with a wide neckline and relaxed sleeves, paired with light-wash jeans."
young woman,casual,"A cropped white knit top with short sleeves, matched with high-waisted denim shorts."
young woman,casual,"A fitted rust-colored tee with a soft V-neck, worn with black slim-fit pants."
young woman,casual,"A loose cream-colored sweater with long sleeves and a slouchy fit, paired with dark denim jeans."
young woman,casual,"A charcoal cropped hoodie with a relaxed silhouette, worn with gray high-rise leggings."
young woman,casual,"A fitted pastel-green scoop-neck tee, matched with medium-wash jeans."
young woman,casual,"A loose oatmeal long-sleeve top with a round neckline, worn with black leggings."
young woman,casual,"A fitted white ribbed tank with a fitted silhouette, paired with blue denim shorts."
young woman,casual,"A soft navy three-quarter-sleeve top with a scoop neckline, matched with dark straight-leg jeans."
young woman,casual,"A cropped lavender T-shirt with a relaxed cut, paired with high-rise black leggings."
young woman,casual,"A fitted burgundy long-sleeve crew-neck, worn with light-wash jeans."
young woman,casual,"A loose white cotton tee with rolled sleeves and a relaxed fit, matched with medium-wash shorts."
young woman,casual,"A sage scoop-neck top with short sleeves and a soft drape, paired with black jeans."
young woman,casual,"A fitted navy ribbed tank with a square neckline, worn with light-wash denim shorts."
young woman,casual,"A loose gray cropped sweatshirt with long sleeves, matched with charcoal leggings."
young woman,casual,"A fitted pale-pink tee with a crew neck, worn with medium-wash jeans."
young woman,casual,"A soft cream long-sleeve scoop-neck top, paired with dark skinny jeans."
young woman,casual,"A fitted sky-blue tank with ribbed fabric, worn with denim shorts."
young woman,casual,"A loose olive Henley top with short sleeves and three buttons, matched with black leggings."
young woman,casual,"A cropped coral fitted tee with short sleeves, paired with high-waisted light-wash jeans."
young woman,casual,"A loose white long-sleeve top with a relaxed crew neck, worn with black denim shorts."
young woman,casual,"A fitted charcoal ribbed tank with a scoop neck, matched with medium-wash jeans."
young woman,casual,"A pale-blue short-sleeve blouse with a soft drape, worn with tan mid-thigh shorts."
young woman,casual,"A fitted deep-green long-sleeve top with a modest V-neck, paired with dark leggings."
young woman,casual,"A loose gray cropped tee with cuffed sleeves, matched with blue jeans."
young woman,casual,"A white ribbed tank with a square neckline, worn with medium-wash denim shorts."
young woman,casual,"A soft cream knit with three-quarter sleeves, paired with olive straight-leg pants."
young woman,casual,"A fitted maroon crew-neck top, matched with black slim-fit jeans."
young woman,casual,"A loose oatmeal waffle-knit long-sleeve top, worn with dark leggings."
young woman,casual,"A fitted pastel-pink scoop-neck tee, paired with high-waisted light-wash jeans."
young woman,casual,"A cropped navy tank with ribbed texture, worn with black leggings."
young woman,casual,"A loose white tee with rolled short sleeves, matched with medium-wash denim shorts."
young woman,casual,"A sage V-neck top with soft cotton fabric, worn with black pants."
young woman,casual,"A fitted lavender long-sleeve top with a high crew neck, paired with gray jeans."
young woman,casual,"A loose charcoal cropped hoodie, matched with dark leggings."
young woman,casual,"A fitted light-blue tee with a scoop neck, worn with medium-wash jeans."
young woman,casual,"A soft cream three-quarter-sleeve top with a round neckline, paired with black leggings."
young woman,casual,"A fitted white ribbed tank, matched with denim shorts."
young woman,casual,"A loose olive-green Henley top with short sleeves, worn with charcoal pants."
young woman,casual,"A cropped sky-blue tee with a relaxed cut, paired with high-rise gray leggings."
young woman,casual,"A fitted burgundy scoop-neck long-sleeve, worn with dark jeans."
young woman,casual,"A loose white oversized tee with dropped shoulders, matched with medium-wash denim shorts."
young woman,casual,"A soft pink short-sleeve top with a V-neckline, paired with black leggings."
young woman,casual,"A fitted navy ribbed tank with a scoop neck, worn with light-wash jeans."
young woman,casual,"A loose gray cropped sweatshirt, partnered with dark leggings."
young woman,casual,"A fitted peach crew-neck tee, matched with medium-wash denim."
young woman,casual,"A cream scoop-neck long-sleeve top with a soft drape, worn with black skinny pants."
young woman,casual,"A fitted pastel-green ribbed tank, paired with denim shorts."
young woman,casual,"A loose sage short-sleeve Henley with three buttons, matched with charcoal leggings."
young woman,casual,"A cropped lavender tee with ribbed cotton fabric, paired with black high-rise leggings."
young woman,casual,"A fitted dark-green long-sleeve top with a crew neckline, worn with light-wash jeans."
young woman,casual,"A loose ivory tee with rolled sleeves, matched with medium-wash denim shorts."
young woman,casual,"A soft sky-blue scoop-neck short-sleeve top, paired with tan pants."
young woman,casual,"A fitted charcoal ribbed tank with a square neckline, worn with black leggings."
young woman,casual,"A loose gray cropped tee with a wide neckline, matched with dark jeans."
young woman,casual,"A fitted maroon V-neck tee with short sleeves, worn with blue denim shorts."
young woman,casual,"A cream-colored long-sleeve soft-knit top, paired with olive pants."
young woman,casual,"A fitted blush crew-neck tee, matched with black jeans."
young woman,casual,"A loose light-sage Henley top with a relaxed cut, worn with dark leggings."
young woman,casual,"A fitted white ribbed tank with cropped length, paired with mid-thigh denim shorts."
young woman,casual,"A soft navy three-quarter-sleeve tee with a scoop neckline, worn with gray pants."
young woman,casual,"A loose charcoal-boyfriend tee with a slouchy neckline, matched with blue jeans."
young woman,casual,"A pale-pink fitted tee with short sleeves and a V-neck, worn with black leggings."
young woman,casual,"A navy ribbed scoop-neck tank, paired with medium-wash jeans."
young woman,casual,"A cropped cream sweatshirt with long sleeves and a relaxed fit, matched with charcoal leggings."
young woman,casual,"A fitted sky-blue crew-neck top, worn with dark jeans."
young woman,casual,"A loose oatmeal long-sleeve soft-knit top, paired with black slim-fit pants."
young woman,casual,"A fitted coral ribbed tank, matched with denim shorts."
young woman,casual,"A sage-green short-sleeve Henley with a soft drape, worn with dark jeans."
young woman,casual,"A cropped peach fitted tee with a round neckline, matched with high-rise gray leggings."
young woman,casual,"A fitted charcoal long-sleeve top with a mock neck, paired with medium-wash jeans."
young woman,casual,"A loose white T-shirt with rolled sleeves and relaxed fit, worn with denim shorts."
young woman,casual,"A pale-lavender V-neck tee with short sleeves, matched with black pants."
young woman,casual,"A fitted forest-green tank with ribbed texture, paired with light-wash jeans."
young woman,casual,"A loose gray cropped sweatshirt with long sleeves, worn with dark leggings."
young woman,casual,"A fitted maroon scoop-neck tee, matched with blue denim."
young woman,casual,"A soft cream long-sleeve top with a scoop neckline, paired with charcoal pants."
young woman,casual,"A fitted sky-blue rib-knit tank, worn with denim shorts."
young woman,casual,"A loose olive Henley top with short sleeves, matched with black leggings."
young woman,casual,"A cropped lavender ribbed tee with a fitted cut, paired with medium-wash jeans."
young woman,casual,"A fitted plum long-sleeve scoop-neck, worn with black leggings."
young woman,casual,"A loose ivory short-sleeve tee, matched with blue denim shorts."
young woman,casual,"A soft sky-blue crew-neck casual tee, paired with tan straight-leg pants."
young woman,casual,"A fitted charcoal ribbed tank with a scoop neckline, worn with dark jeans."
young woman,casual,"A loose gray cropped tee with wide crew neckline, paired with charcoal leggings."
young woman,casual,"A fitted maroon short-sleeve V-neck, matched with denim shorts."
young woman,casual,"A soft cream knit top with long sleeves, worn with olive pants."
young woman,casual,"A fitted blush scoop-neck tee, paired with black jeans."
young woman,casual,"A loose sage-green Henley with a relaxed silhouette, matched with dark leggings."
young woman,casual,"A fitted sky-blue cropped tank with ribbed cotton, paired with high-waisted gray leggings."
young woman,casual,"A loose charcoal jersey tee with rolled sleeves, worn with medium-wash jeans."
young woman,casual,"A fitted white scoop-neck tee, matched with denim shorts."
young woman,casual,"A soft lavender short-sleeve top with a V-neck, paired with black slim-fit pants."
young woman,casual,"A fitted forest-green ribbed tank, worn with medium-wash jeans."
young woman,casual,"A loose gray cropped sweatshirt with dropped shoulders, matched with navy leggings."
young woman,casual,"A fitted maroon crew-neck tee, paired with dark jeans."
young woman,casual,"A cream long-sleeve scoop-neck knit, worn with charcoal pants."
young woman,casual,"A fitted pastel-green ribbed tank, matched with light-wash denim shorts."
young woman,casual,"A sage short-sleeve Henley with three buttons, paired with black leggings."
young woman,casual,"A cropped peach fitted tee, worn with high-rise medium-wash jeans."
young woman,casual,"A fitted charcoal mock-neck long-sleeve top, paired with black jeans."
young woman,casual,"A loose white tee with cuffed sleeves, matched with denim shorts."
young woman,casual,"A pale-pink scoop-neck short-sleeve tee, worn with gray pants."
young woman,casual,"A fitted navy rib-knit tank, paired with blue jeans."
young woman,casual,"A loose gray sweatshirt with a cropped hem and long sleeves, matched with black leggings."
young woman,casual,"A fitted blush crew-neck tee, worn with medium-wash jeans."
young woman,casual,"A soft cream long-sleeve top with a round neckline, paired with dark jeans."
young woman,casual,"A fitted coral ribbed tank, matched with denim shorts."
young woman,casual,"A loose sage Henley top with a relaxed cut, worn with charcoal leggings."
young woman,casual,"A cropped lavender tee with a fitted silhouette, paired with black jeans."
young woman,casual,"A fitted forest-green long-sleeve scoop-neck, worn with medium-wash jeans."
young woman,casual,"A loose ivory tee with a relaxed drape, matched with denim shorts."
young woman,casual,"A sky-blue casual tee with short sleeves and a crew neckline, paired with olive pants."
young woman,casual,"A fitted charcoal ribbed tank with a square neckline, worn with black leggings."
young woman,casual,"A loose gray cropped tee with long sleeves, matched with dark jeans."
young woman,casual,"A fitted maroon V-neck tee, paired with blue denim shorts."
young woman,casual,"A cream knit long-sleeve scoop-neck top, worn with black slim-fit pants."
young woman,casual,"A fitted pastel-green ribbed tank, matched with denim shorts."
young woman,casual,"A loose sage-green Henley short-sleeve top with soft cotton texture, paired with dark leggings."

young woman,formal,"a fitted deep emerald satin mini dress with a plunging V neckline, thin spaghetti straps, a ruched bodycon skirt that hits mid-thigh, and a narrow satin belt cinching the waist, paired with a delicate gold pendant necklace and her hair styled in loose curls worn down"
young woman,formal,"a soft blush pink chiffon fit-and-flare dress with a sweetheart neckline, boned bodice, and thin straps, the skirt flowing lightly from a defined waistband to just above mid-thigh, accessorized with a slim ribbon tied at the waist and her hair pulled into a relaxed half-up style"
young woman,formal,"a sleek black bodycon dress made of stretchy jersey with a low square neckline, wide tank straps, and subtle princess seams to highlight the waist, the hem ending at mid-thigh, paired with layered silver necklaces and her hair worn down in smooth waves"
young woman,formal,"a navy blue satin wrap dress with a plunging V front, short flutter sleeves, and a side-tie at the waist, the wrap skirt cut on a diagonal to show mid-thigh, accessorized with a thin metallic belt and her hair in a messy low bun with loose face-framing pieces"
young woman,formal,"a wine-red velvet mini dress with an off-the-shoulder neckline that dips low across the chest, fitted long sleeves, and a snug bodycon fit, the hem at mid-thigh, finished with a simple choker necklace and her hair worn down in big party curls"
young woman,formal,"a shimmering silver sequin dress with a deep scoop neckline, narrow straps, and a straight column shape that hugs the torso before ending at mid-thigh, paired with small hoop earrings and her hair slicked back into a sleek high ponytail"
young woman,formal,"a dark teal satin slip dress with a cowl neckline that drapes low on the chest, delicate adjustable straps, and a bias-cut body that skims the hips to mid-thigh, cinched with a thin chain belt at the waist and her hair worn down with a soft side part"
young woman,formal,"a black lace-overlay dress with a nude lining, plunging V neckline, cap sleeves made of scalloped lace, and a fitted waist, the skirt hugging to mid-thigh, accessorized with a dainty bracelet and her hair swept into a loose braided updo"
young woman,formal,"a bright fuchsia bodycon mini dress with a sweetheart neckline and thin strap detailing that crosses over the upper chest, structured seams emphasizing the waist, and a smooth skirt ending mid-thigh, with her hair worn down and slightly tousled"
young woman,formal,"a royal blue chiffon skater dress with a low V neckline, wide straps, and a fitted bodice, the skirt flaring out from a satin waistband to just above the knees, accessorized with a thin silver waist chain and her hair styled in a polished low bun"
young woman,formal,"a black satin wrap-front dress with a plunging neckline, long slightly puffed sleeves gathered at the cuffs, and a tie belt at the waist, the tulip skirt cut high at mid-thigh, paired with statement earrings and her hair worn in voluminous curls down"
young woman,formal,"a soft champagne-colored satin slip dress with a low straight neckline, thin spaghetti straps, and subtle darts shaping the bodice, the skirt skimming the hips and ending at mid-thigh, finished with a delicate layered necklace and her hair tucked into a loose chignon"
young woman,formal,"a deep burgundy fit-and-flare dress with a plunging V-neck mesh insert, wide straps, and a structured bodice, the flared skirt reaching just above the knees, cinched with a matching satin ribbon at the waist and her hair styled half-up with a small clip"
young woman,formal,"a sleek black one-shoulder mini dress made of stretchy jersey, with a single long fitted sleeve, an asymmetrical neckline that dips low across the chest, and a tight skirt ending at mid-thigh, accessorized with bold geometric earrings and her hair worn down and straight"
young woman,formal,"a dusty rose A-line dress with a low sweetheart neckline, thin straps, and floral lace detailing across the bodice, the chiffon skirt gently flaring from a defined waist to mid-thigh, finished with a slim metallic belt and her hair in a romantic twisted half-up style"
young woman,formal,"a metallic gold sequin bodycon dress with a deep V neckline bordered by narrow straps, a fitted waist, and a straight skirt that hits mid-thigh, paired with simple stud earrings and her hair pulled into a sleek mid-height ponytail"
young woman,formal,"a forest green satin wrap dress with a plunging surplice front, short flutter sleeves, and a self-tie belt, the high-low skirt opening to show mid-thigh at the front, accessorized with a delicate lariat necklace and her hair worn down with soft curls"
young woman,formal,"a black mesh-panel mini dress with a low square neckline, thick straps, and sheer mesh panels at the waist that still feel secure, the skirt fitted and ending at mid-thigh, paired with a slim choker and her hair styled in a high messy bun"
young woman,formal,"a bright cobalt blue bodycon dress with a deep V front held by a thin horizontal strap, sleeveless shoulders, and side ruching that accentuates the waist, the hem at mid-thigh, accessorized with stacked bangles and her hair worn down over one shoulder"
young woman,formal,"a soft lilac chiffon dress with a plunging halter neckline that ties at the back of the neck, a banded waist, and a lightly pleated skirt that flares to just above the knees, finished with a narrow satin ribbon at the waist and her hair styled in a low, loose bun"
young woman,formal,"a sleek black satin slip dress with a straight neckline cut low across the chest, thin straps, and a smooth fitted body ending mid-thigh, accessorized with a thin silver chain belt and her hair worn down in glossy waves"
young woman,formal,"a cherry red skater dress with a deep V neckline, short ruffled sleeves, and a fitted bodice, the flared skirt swishing to mid-thigh, finished with a small bow belt at the waist and her hair pulled into a high ponytail with a few loose strands"
young woman,formal,"a midnight blue velvet mini dress with a plunging sweetheart neckline, structured cups, and thin straps, the bodycon skirt ending at mid-thigh, paired with delicate drop earrings and her hair styled in loose curls worn down"
young woman,formal,"a soft beige lace dress with a low V neck, three-quarter sheer lace sleeves, and a fitted waist, the lined skirt hugging to mid-thigh, accessorized with a thin satin sash tied in a bow and her hair in a relaxed low bun"
young woman,formal,"a pastel mint fit-and-flare dress with a cowl neckline draped low, spaghetti straps, and a defined waist seam, the skirt lightly pleated and ending above the knees, paired with a simple pendant necklace and her hair worn half-up with a small braid"
young woman,formal,"a black jersey bodycon dress with an off-the-shoulder neckline dipping low across the chest, short fitted sleeves, and subtle ruching along the hips, the skirt ending mid-thigh, accessorized with a layered chain necklace and her hair worn straight and sleek"
young woman,formal,"a rose gold sequin mini dress with a plunging V neckline, narrow adjustable straps, and a fitted waist, the shimmering skirt hugging to mid-thigh, finished with simple hoop earrings and her hair styled in big loose curls down her back"
young woman,formal,"a dark plum satin wrap-front dress with a deep V neck, long bishop sleeves gathered at the wrists, and a self-tie belt, the tulip hem opening at mid-thigh, paired with a thin choker and her hair pulled into a high, slightly messy bun"
young woman,formal,"a soft sky blue chiffon dress with a sweetheart neckline and thin off-the-shoulder straps, a fitted bodice with light boning, and a flowy skirt that ends just above the knees, cinched with a satin ribbon belt and her hair worn down in gentle waves"
young woman,formal,"a sleek white mini dress made of thick stretch crepe, with a low square neckline, wide straps, and vertical seams that sculpt the waist, the bodycon skirt at mid-thigh, accessorized with a delicate gold chain and her hair pulled into a smooth low ponytail"
young woman,formal,"a black and red floral satin dress with a plunging V wrap front, sleeveless shoulders, and a tie at the side waist, the skirt cut on a diagonal to show mid-thigh, paired with subtle stud earrings and her hair styled in a loose half-up twist"
young woman,formal,"a champagne-colored slip dress with a draped cowl neck that hangs low, slim spaghetti straps, and a gently skimming silhouette, the hem ending at mid-thigh, cinched with a thin chain belt and her hair worn down and slightly tousled"
young woman,formal,"a deep navy fit-and-flare dress with a mesh plunge neckline, wide straps, and a structured bodice, the skirt flaring to just above the knees, accessorized with a slim metallic belt and her hair arranged in a neat low bun"
young woman,formal,"a burgundy velvet bodycon mini dress with an asymmetrical one-shoulder neckline that dips low, a single long sleeve, and a ruched skirt finishing at mid-thigh, paired with statement earrings and her hair worn in glamorous waves"
young woman,formal,"a pale pink lace-overlay dress with a deep V neckline, short flutter sleeves, and a cinched waist, the lined skirt hugging to mid-thigh, finished with a satin ribbon tied in a small bow and her hair styled half-up with a decorative clip"
young woman,formal,"a dark teal jersey bodycon dress with a low scoop neckline, thin straps crossing at the back, and side ruching to emphasize the waist, the skirt hitting mid-thigh, accessorized with a delicate bracelet stack and her hair worn down and straight"
young woman,formal,"a black satin wrap dress with a plunging neckline, flutter cap sleeves, and a tie belt at the waist, the wrap skirt cut high at mid-thigh, paired with a dainty lariat necklace and her hair pulled into a loose bun with soft tendrils"
young woman,formal,"a vibrant red skater dress with a low square neckline, thick straps, and a fitted bodice, the flared skirt swishing to mid-thigh, finished with a slim black belt and her hair worn in a high ponytail with a slight wave"
young woman,formal,"a silver metallic slip dress with a straight neckline cut low across the chest, spaghetti straps, and a smooth body that skims to mid-thigh, accessorized with simple hoop earrings and her hair styled in a sleek center-parted look"
young woman,formal,"a royal purple chiffon dress with a plunging halter neckline, a gathered bust, and a wide waistband, the skirt softly flaring to just above the knees, finished with a thin belt and her hair swept into a relaxed low chignon"
young woman,formal,"a deep green velvet mini dress with an off-the-shoulder neckline, short fitted sleeves, and a snug bodycon fit, the hem ending at mid-thigh, paired with a delicate choker necklace and her hair worn down in big curls"
young woman,formal,"a black mesh-paneled dress with a plunging V neck, sheer mesh above the bust and at the waist, and solid panels shaping the torso, the fitted skirt ending mid-thigh, accessorized with a slim metallic waist belt and her hair in a high messy bun"
young woman,formal,"a dusty blue fit-and-flare dress with a sweetheart neckline and thin straps, a structured bodice, and a lightly pleated skirt falling just above the knees, finished with a satin ribbon tied in a small bow at the waist and her hair worn half-up with a braid"
young woman,formal,"a champagne sequin bodycon mini dress with a deep V neckline, slender straps, and a smooth fitted silhouette, the hem at mid-thigh, paired with understated stud earrings and her hair styled in loose, brushed-out curls"
young woman,formal,"a sleek black jersey dress with a low scoop front, spaghetti straps crossing in the back, and subtle ruching at the sides, the skirt hugging to mid-thigh, accessorized with a layered chain necklace and her hair pulled into a polished low ponytail"
young woman,formal,"a soft mauve chiffon wrap dress with a plunging V neckline, flutter sleeves, and a self-tie belt, the high-low skirt opening at mid-thigh, finished with a delicate bracelet and her hair styled in a loose twisted updo"
young woman,formal,"a rich burgundy satin slip dress with a cowl neckline draped low, thin straps, and a bias-cut body that skims to mid-thigh, cinched with a slim gold belt and her hair worn down over one shoulder in soft waves"
young woman,formal,"a black lace dress with a deep V neckline, sheer lace long sleeves, and a lined bodice, the fitted skirt ending at mid-thigh, paired with a simple pendant necklace and her hair styled half-up with a small decorative clip"
young woman,formal,"a pastel blue skater dress with a low square neckline, wide straps, and a structured bodice, the flared skirt reaching mid-thigh, finished with a narrow white belt and her hair pulled into a playful high ponytail"
young woman,formal,"a metallic rose gold slip dress with a straight low neckline, delicate straps, and a smooth bodycon fit, the hem hitting mid-thigh, accessorized with thin hoop earrings and her hair worn down in loose curls"
young woman,formal,"a rich emerald fit-and-flare dress with a plunging V neck, short flutter sleeves, and a banded waist, the skirt lightly pleated to just above the knees, finished with a slim ribbon belt and her hair styled in a neat low bun"
young woman,formal,"a black velvet mini dress with a sweetheart neckline, thin straps, and subtle boning in the bodice, the skirt hugging to mid-thigh, accessorized with a slender choker and her hair worn down in glossy waves"
young woman,formal,"a deep navy chiffon wrap-front dress with a plunging neckline, cap sleeves, and a tie at the waist, the tulip skirt exposing mid-thigh, paired with a delicate lariat necklace and her hair arranged in a soft messy bun"
young woman,formal,"a blush pink lace-overlay dress with a low scoop neck, short sleeves, and a fitted waist, the lined skirt ending at mid-thigh, finished with a thin satin belt and her hair worn half-up with loose curls"
young woman,formal,"a shimmering silver sequin mini dress with a plunging V neckline, narrow straps, and a smooth bodycon shape to mid-thigh, accessorized with small crystal earrings and her hair pulled back into a sleek ponytail"
young woman,formal,"a dark red jersey bodycon dress with an off-the-shoulder neckline, long fitted sleeves, and ruching along the sides, the skirt ending at mid-thigh, paired with a simple pendant necklace and her hair worn down and slightly tousled"
